name,clock,max_clock,core,thread,L2,L3,smart_cache
Intel(R) Core(TM) i7 CPU X 000 @ 3.33GHz,3.33,3.6,6,12,,,12000.0
Intel(R) Pentium(R) 4 CPU 1500MHz,3.0,,1,2,1000.0,,
AMD Athlon(tm)64 X2 Dual Core Processor 3600+,,,,,,,
Intel(R) Core(TM)2 Duo CPU E8335 @ 2.93GHz,2.93,,2,2,3000.0,,
Mobile AMD Athlon(tm) XP 1800+ Processor,,,,,,,
AMD Athlon(tm) II P340 Dual-Core Processor,,,,,,,
AMD Athlon(tm) 5350 APU with Radeon(tm) R3 ,,,,,,,
Mobile Intel(R) Celeron(R) CPU 1.50GHz,1.5,,2,2,,2000.0,
Mobile Intel(R) Pentium(R) III CPU - M 1333MHz,1.2,,1,1,512.0,,
Mobile AMD Athlon(v}90{P-M,,,,,,,
Intel(R) Core(TM)2 Duo CPU U7700 @ 1.33GHz,1.33,,2,2,2000.0,,
Dual-Core AMD Opteron(tm) Processor 8220,,,,,,,
PowerPC G5 2.5GHZ ,,,,,,,
Intel(R) Xeon(TM) CPU 2.00GHz,2.0,,2,2,4000.0,,
Celeron (Mendocino) ,,,,,,,
AMD A6-3400M APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Core(TM) i7-6800K CPU @ 3.40GHz,3.4,3.6,6,12,,,15000.0
Mobile Intel(R) Pentium(R) III CPU - M 1200MHz,1.2,,1,1,512.0,,
Intel(R) Core(TM) i3-3120M CPU @ 2.50GHz,2.5,,2,4,,,3000.0
mobile AMD Athlon(tm) XP-M (LV),,,,,,,
Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,4.0,4.4,4,8,,,8000.0
Intel(R) Celeron(R) CPU E1500 @ 2.20GHz,2.2,,2,2,512.0,,
AMD Athlon(tm) 4 Processor,3.7,4.0,4.0,4.0,4000.0,,0
AMD A10-6800K APU with Radeon(tm) HD Graphics ,4.1,,4,,4000.0,,0
Genuine Intel(R) CPU 1400 @ 1.83GHz,1.83,,1,1,2000.0,,
Intel(R) Core(TM)2 Duo CPU L7100 @ 1.20GHz,1.2,,2,2,2000.0,,
AMD FX(tm)-8320 Eight-Core Processor ,,,,,,,
Dual-Core AMD Opteron(tm) Processor 2224 SE,,,,,,,
Intel(R) Pentium(R) Dual CPU E2180 @ 2.00GHz,2.0,,2,2,1000.0,,
Intel(R) Xeon(R) CPU E3-1275 V2 @ 3.50GHz,3.5,3.9,4,8,,,8000.0
Intel(R) Atom(TM) CPU Z560 @ 2.13GHz,2.13,,2,4,1000.0,,
Intel(R) Celeron(R) M processor 1.00GHz,1.5,,1,1,1000.0,,
Intel(R) Xeon(R) CPU L5335 @ 2.00GHz,2.0,,4,4,8000.0,,
Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,1.9,2.9,2,4,,,3000.0
mobile AMD Athlon(tm) XP-M 2400+,,,,,,,
Intel(R) Core(TM) Duo CPU U2500 @ 1.20GHz,1.2,,2,2,2000.0,,
AMD Athlon(tm) Neo X2 Dual Core Processor L335,,,,,,,
AMD Athlon(tm) Processor LE-1620,,,,,,,
Intel(R) Atom(TM) CPU D525 @ 1.80GHz,1.8,,2,4,1000.0,,
Pentium II (Klamath) ,,,,,,,
AMD Opteron(tm) Processor 240 HE,,,,,,,
Mobile Pentium II (Dixon) ,,,,,,,
Intel(R) Core(TM) i5 CPU U 470 @ 1.33GHz,1.33,1.86,2,4,,,3000.0
mobile AMD Athlon(tm) XP2200+,,,,,,,
Mobile AMD Athlon(tm) 64 Processor 3700+,,,,,,,
Intel(R) Core(TM) i5-3570 CPU @ 3.40GHz,3.4,3.8,4,4,,,6000.0
AMD Athlon(TM) MP 2500+,,,,,,,
Intel(R) Core(TM) i5-3475S CPU @ 2.90GHz,2.9,3.6,4,4,,,6000.0
Genuine Intel(R) CPU @ 1.33GHz,1.33,,4,4,2000.0,,
Intel(R) Xeon(TM) CPU 3.40GHz,3.4,,1,2,1000.0,,
Intel(R) Core(TM)2 Solo CPU U2200 @ 1.20GHz,1.2,,2,2,2000.0,,
Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,3.2,3.6,4,4,,,6000.0
Intel(R) Core(TM) i5-3427U CPU @ 1.80GHz,1.8,2.8,2,4,,,3000.0
Mobile Intel(R) Pentium(R) 4 - M CPU 1.60GHz,1.6,,1,1,512.0,,
Dual Core AMD Opteron(tm) Processor 175,,,,,,,
Intel(R) Pentium(R) D CPU 3.20GHz,3.2,,2,2,4000.0,,
Intel(R) Xeon(R) CPU E5-4650 0 @ 2.70GHz,2.7,3.3,8,16,,,20000.0
Intel(R) Xeon(R) CPU W3570 @ 3.20GHz,3.2,3.46,4,8,,,8000.0
Intel(R) Core(TM) i7-2700K CPU @ 3.50GHz,3.5,3.9,4,8,,,8000.0
Intel(R) Pentium(R) Dual CPU T2310 @ 1.46GHz,1.46,,2,2,1000.0,,
Mobile AMD Athlon(tm) XP 1500+,,,,,,,
Intel(R) Xeon(R) CPU X5260 @ 3.33GHz,3.33,,2,2,6000.0,,
Mobile Intel(R) Pentium(R) 4 CPU 2.40GHz,2.4,,2,2,,2000.0,
AMD Athlon(tm) MP 1600+,,,,,,,
Intel(R) Core(TM) i7-4800MQ CPU @ 2.70GHz,2.7,3.7,4,8,,,6000.0
Intel(R) Pentium(R) M CPU 000 @ 2.16GHz,2.16,,4,4,2000.0,,
Mobile AMD Athlon(tm),,,,,,,
Pentium(R) Dual-Core CPU E6500 @ 2.93GHz,2.93,,2,2,2000.0,,
AMD Phenom(tm) Ultra X4 11000 Processor,,,,,,,
QEMU Virtual CPU version 0.9.1,,,,,,,
Mobile Intel(R) Pentium(R) 4 CPU 3.33GHz,2.0,,2,2,,2000.0,
AMD Athlon(TM) MP 2400+,,,,,,,
VIA Samuel 2,,,,,,,
AMD-K6tm w/ multimedia extensions,,,,,,,
AMD A6-1450 APU with Radeon(TM) HD Graphics,,,,,,,
Genuine Intel(R) CPU U1400 @ 1.20GHz,1.2,,1,1,2000.0,,
AMD Athlon(tm) MP processor,,,,,,,
Intel(R) Atom(TM) x5-Z8550 CPU @ 1.44GHz,1.44,,4,4,,2000.0,
Intel(R) Core(TM) CPU 870 @ 2.93GHz,2.93,3.6,4,8,,,8000.0
Intel(R) Xeon(TM) CPU 2.40GHz,2.4,,1,2,512.0,,
Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,3.3,,2,2,,,3000.0
Intel(R) Core(TM)2 Duo CPU E8500 @ 3.16GHz,3.16,,2,2,6000.0,,
Intel(R) Celeron(R) M processor 1300MHz,0.6,,1,1,512.0,,
AMD Opteron(tm) Processor 246,,,,,,,
Intel(R) Core(TM)2 Duo CPU E4300 @ 1.80GHz,1.8,,2,2,2000.0,,
Intel(R) Celeron(R) M processor 1.30GHz,1.3,,1,1,1000.0,,
Intel(R) Pentium(R) Dual CPU E2160 @ 1.80GHz,1.8,,2,2,1000.0,,
Dual-Core AMD Opteron(tm) Processor 2212,,,,,,,
Intel(R) Core(TM) i7-5820K CPU @ 3.30GHz,3.3,3.6,6,12,,,15000.0
AMD FX(tm)-6200 Six-Core Processor ,,,,,,,
Intel(R) Core(TM)2 Duo CPU T7500 @ 2.20GHz,2.2,,2,2,4000.0,,
Intel(R) Xeon(TM) CPU 1400MHz,1.4,,1,1,512.0,,
Pentium III Xeon (Tanner) ,0.55,,1,1,512.0,,
Genuine Intel(R) CPU 2.66GHz,1.66,,2,2,1000.0,,
AMD K7 processor,,,,,,,
Intel(R) Xeon(R) CPU 3040 @ 1.86GHz,1.86,,2,2,2000.0,,
Intel(R) Core(TM)2 Duo CPU T9550 @ 2.66GHz,2.66,,2,2,6000.0,,
Intel(R) Core(TM) i5 CPU 750 @ 2.67GHz,2.66,3.2,4,4,,,8000.0
Intel(R) Celeron(R) M processor 1.50GHz,1.5,,1,1,1000.0,,
AMD Athlon(tm) XP 2000+,,,,,,,
AMD Athlon(tm) MP 2600+,,,,,,,
Intel(R) Xeon(TM) CPU 2.66GHz,2.66,,1,2,512.0,,
Dual Core AMD Opteron(tm) Processor 290,,,,,,,
Intel(R) Pentium(R) CPU G3258 @ 3.20GHz,3.2,,2,2,,3000.0,
Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,3.6,4.0,4,8,,,8000.0
AMD FX(tm)-4100 Quad-Core Processor,3.9,4.2,6.0,6.0,6000.0,8000.0,0
Mobile AMD Athlon(tm) 4 Processor,,,,,,,
AMD E-350 Processor,,,,,,,
AMD Duron(TM),,,,,,,
Mobile AMD Sempron(tm) Processor 2100+,,,,,,,
AMD Athlon(tm) II X4 645 Processor,3.1,,4,,2000.0,,0
Intel(R) Celeron(R) M CPU 430 @ 1.73GHz,1.73,,1,1,1000.0,,
Intel(R) Celeron(R) CPU 2.50GHz,2.5,,2,2,,,2000.0
AMD Athlon(TM) MP 1500+,,,,,,,
Intel(R) Celeron(R) CPU 430 @ 1.80GHz,1.8,,1,1,512.0,,
Intel(R) Pentium(R) M CPU 000 @ 1.83GHz,1.73,,1,1,2000.0,,
AMD Sempron(tm) Processor 3400+,2.0,,1,,256.0,,0
Intel(R) Pentium(R) M processor 1600MHz,1.6,,1,1,1000.0,,
Intel(R) Pentium(R) M processor 1.70GHz,1.7,,1,1,1000.0,,
Dual-Core AMD Opteron(tm) Processor 1210,,,,,,,
AMD Hammer Family processor - Model Unknown,,,,,,,
Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,3.2,3.6,4,4,,,6000.0
Dual-Core AMD Opteron(tm) Processor 8218,,,,,,,
Intel(R) Core(TM)2 Duo CPU P9500 @ 2.53GHz,2.53,,2,2,6000.0,,
AMD Turion(tm) 64 Mobile Technology MT-37,,,,,,,
Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz,2.3,2.8,6,12,,,15000.0
"AMD FX-7600P Radeon R7, 12 Compute Cores 4C+8G ",,,,,,,
Intel(R) Xeon(R) CPU X5460 @ 3.16GHz,3.16,,4,4,12000.0,,
Intel(R) Xeon(R) CPU E3110 @ 3.00GHz,3.0,,2,2,6000.0,,
Intel(R) Pentium(R) 4 CPU 2.66GHz,2.66,,1,1,512.0,,
Intel(R) Core(TM) i5-2500T CPU @ 2.30GHz,2.3,3.3,4,4,,,6000.0
AMD Phenom(tm) II X4 910e Processor,2.6,,4,,2000.0,6000.0,0
AMD Athlon(tm) MP 1500+,,,,,,,
VIA C7-M Processor 1200MHz,,,,,,,
AMD Duron(tm) p,,,,,,,
Intel(R) Pentium(R) III CPU - S 1266MHz,1.4,,1,1,512.0,,
Intel(R) Core(TM) i5-4440 CPU @ 3.10GHz,3.1,3.3,4,4,,,6000.0
6x86MX (M II) ,,,,,,,
AMD FX(tm)-9590 Eight-Core Processor ,,,,,,,
AMD-K6(tm) 3D processor,,,,,,,
Intel(R) Core(TM) i7 CPU M 620 @ 2.67GHz,2.66,3.33,2,4,,,4000.0
Intel(R) Pentium(R) 4 CPU 1.80GHz,2.8,,1,1,512.0,,
Intel(R) Core(TM)2 Duo CPU @ 3.00GHz,3.0,,2,2,6000.0,,
Intel(R) Xeon(R) CPU X5687 @ 3.60GHz,3.6,3.86,4,8,,,12000.0
Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz,3.3,3.9,4,4,,,6000.0
Intel(R) Core(TM)2 CPU T7400 @ 2.16GHz,2.16,,2,2,4000.0,,
Intel(R) Atom(TM) CPU Z530 @ 1.60GHz,1.6,,1,2,512.0,,
Intel(R) Pentium(R) III CPU 1400MHz,1.4,,1,1,512.0,,
AMD Athlon(tm) XP 1600+,,,,,,,
Genuine Intel(R) CPU @ 2.50GHz,1.2,,1,1,2000.0,,
Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,2.0,2.5,8,16,,,20000.0
AMD Turion(tm) 64 mobile Technology MT-32,,,,,,,
Intel(R) Core(TM)2 Duo CPU E6750 @ 2.66GHz,2.66,,2,2,4000.0,,
Intel(R) Core(TM)2 Duo CPU E8235 @ 2.80GHz,2.8,,2,2,6000.0,,
AMD-K6(tm) 3D+ Processor,,,,,,,
Intel(R) Core(TM) i3 CPU 530 @ 2.93GHz,2.93,,2,4,,,4000.0
AMD Athlon(tm) X2 Dual-Core QL-67,,,,,,,
mobile AMD Sempron(tm) 3000+,,,,,,,
AMD Athlon(tm) 64 X2 Dual Core Processor BE-2350,,,,,,,
AMD FX(tm)-8320 Eight-Core Processor,,,,,,,
Intel(R) Core(TM) i7-3970X CPU @ 3.50GHz,3.5,4.0,6,12,,,15000.0
Intel(R) Core(TM)2 Duo CPU L7300 @ 1.40GHz,1.4,,2,2,4000.0,,
AMD Athlon(tm) MP 2800+,,,,,,,
Mobile AMD Athlon XP-M2600+,,,,,,,
Intel(R) Core(TM)2 Duo CPU T5750 @ 2.00GHz,2.0,,2,2,2000.0,,
Intel(R) Celeron(R) CPU 1.80GHz,1.8,,2,2,,2000.0,
AMD Phenom(tm) II X2 565 Processor,3.4,,2,,1000.0,,0
Mobile Intel(R) Pentium(R) 4 CPU 3.06GHz,3.06,,1,2,512.0,,
Intel(R) Core(TM) i5 CPU S 750 @ 2.40GHz,2.66,3.2,4,4,,,8000.0
Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,3.0,3.5,4,4,,,6000.0
AMD Phenom(tm) 9500 Quad-Core Processor,,,,,,,
Celeron(R) Dual-Core CPU T3300 @ 2.00GHz,2.0,,2,2,,1000.0,
Intel(R) Core(TM) i5 CPU M 430 @ 2.27GHz,2.26,2.53,2,4,,,3000.0
mobile AMD Athlon(tm) XP Processor,,,,,,,
AMD Athlon(tm) II Neo N36L Dual-Core Processor,,,,,,,
AMD Athlon(TM) MP 2000+,,,,,,,
Intel(R) Core(TM)2 Extreme CPU Q6850 @ 3.00GHz,3.0,,4,4,8000.0,,
AMD E-300 APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Core(TM) i7-2720QM CPU @ 2.20GHz,2.2,3.3,4,8,,,6000.0
AMD Duron(tm) procu{s{,,,,,,,
Mobile Intel(R) Pentium(R) 4 CPU 3.46GHz,2.0,,1,1,512.0,,
Intel(R) Pentium(R) III Mobile CPU 1133MHz,1.13,,1,1,256.0,,
Intel(R) Core(TM) i5 CPU 660 @ 3.33GHz,3.33,3.6,2,4,,,4000.0
AMD Duron(tm) Processor,,,,,,,
Intel(R) Atom(TM) CPU D510 @ 1.66GHz,1.66,,2,4,1000.0,,
Intel(R) Core(TM) i7-2637M CPU @ 1.70GHz,1.7,2.8,2,4,,4000.0,
AMD Athlon(tm) 4 processor,3.7,4.0,4.0,4.0,4000.0,,0
Intel(R) Pentium(R) M processor 2.26GHz,2.26,,1,1,2000.0,,
Intel(R) Core(TM) i3 CPU 550 @ 3.20GHz,3.2,,2,4,,,4000.0
Intel(R) XEON(TM) CPU 2.00GHz,2.0,,2,2,4000.0,,
Intel(R) Celeron(R) CPU E3200 @ 2.40GHz,2.4,,2,2,1000.0,,
Intel(R) Core(TM) i7 CPU K 875 @ 2.93GHz,2.93,3.6,4,8,,,8000.0
Intel(R) Pentium(R) 4 CPU 1400MHz,2.8,,1,1,512.0,,
Intel(R) Core(TM) i7 CPU 965 @ 3.20GHz,3.2,3.46,4,8,,,8000.0
Intel(R) Pentium(R) M processor 1200MHz,1.6,,1,1,1000.0,,
AMD Opteron(tm) Processor 3280,,,,,,,
Mobile AMD Athlon(tm) XP-M 1800+ Processor,,,,,,,
AMD Duron(tm) MP Processor,,,,,,,
Intel(R) Celeron(R) CPU G1840 @ 2.80GHz,2.8,,2,2,,2000.0,
Intel(R) Core(TM)2 CPU 4400 @ 2.00GHz,2.0,,2,2,2000.0,,
Mobile AMD Athl,,,,,,,
AMD Athlon(tm) 64 X2 Processor 3800+,,,,,,,
Intel(R) Core(TM)2 CPU U7700 @ 1.33GHz,1.33,,2,2,2000.0,,
Intel(R) Core(TM) i3-2357M CPU @ 1.30GHz,1.3,,2,4,,3000.0,
Mobile Intel(R) Pentium(R) 4 - M CPU 1.80GHz,1.8,,1,1,512.0,,
Intel(R) Celeron(R) CPU N2820 @ 2.13GHz,2.13,,2,2,,1000.0,
Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz,3.4,3.8,4,8,,,8000.0
Intel(R) Core(TM) i3-3225 CPU @ 3.30GHz,3.3,,2,4,,,3000.0
Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz,3.0,4.1,6,6,,,9000.0
AMD Athlon(TM)Processor,3.7,4.0,4.0,4.0,4000.0,,0
Intel(R) Xeon(R) CPU X5550 @ 2.67GHz,2.66,3.06,4,8,,,8000.0
Intel(R) Core(TM) i7-3615QM CPU @ 2.30GHz,2.3,3.3,4,8,,,6000.0
AMD Opteron(tm) Processor 146,,,,,,,
486DX4 ,,,,,,,
Intel(R) Xeon(R) CPU E5440 @ 2.83GHz,2.83,,4,4,12000.0,,
Intel(R) Celeron(TM) CPU 1100MHz,2.8,,2,2,,2000.0,
Intel(R) Xeon(R) CPU W3540 @ 2.93GHz,2.93,3.2,4,8,,,8000.0
Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz,3.5,3.9,6,12,,,12000.0
Geode(TM) Integrated Processor by AMD PCS,,,,,,,
Dual-Core AMD Opteron(tm) Processor 2222,,,,,,,
Intel(R) Pentium(R) M processor 2.10GHz,2.1,,2,2,,2000.0,
AMD Turion(tm) 64 X2 TL-60,2.0,,2.0,2.0,1000.0,,0
Intel(R) Pentium(R) CPU G860 @ 3.00GHz,3.0,,2,2,,,3000.0
Intel(R) Celeron(R) D CPU 3.20GHz,3.2,,1,1,512.0,,
Intel(R) Xeon(R) CPU X5680 @ 3.33GHz,3.33,3.6,6,12,,,12000.0
AMD Athlon(tm) 4,3.7,4.0,4.0,4.0,4000.0,,0
AMD Athlon(tm) 2200+,,,1,,,,0
Intel(R) Core(TM) i7 CPU Q 820 @ 1.73GHz,1.73,3.06,4,8,,,8000.0
AMD Phenom(tm) X4 Quad-Core Processor GP-9600,,,,,,,
AMD Phenom(tm) II X4 B50 Processor,,,,,,,
Intel(R) Pentium(R) M processor 1.10GHz,1.1,,1,1,1000.0,,
Intel(R) Core(TM) i5 CPU M 580 @ 2.67GHz,2.66,3.2,2,4,,,3000.0
Intel(R) Celeron(TM) CPU 1400MHz,1.4,,1,1,1000.0,,
AMD Phenom(tm) II X4 905e Processor,,,,,,,
Intel(R) Pentium(R) III Mobile CPU 1066MHz,1.2,,1,1,512.0,,
Intel(R) Core(TM)2 Duo CPU E8435 @ 3.06GHz,3.06,,2,2,6000.0,,
Intel(R) Core(TM) i5-3330 CPU @ 3.00GHz,3.0,3.2,4,4,,,6000.0
Genuine Intel(R) CPU 2140 @ 1.60GHz,1.6,,2,2,1000.0,,
AMD E1-6015 APU with Radeon(TM) R2 Graphics ,,,,,,,
AMD Engineering Sample 00,,,,,,,
AMD Turion(tm) 64 X2 Mobile Technology TL-56,1.8,,,,,,0
Intel(R) Core(TM) Duo CPU T2700 @ 2.33GHz,2.33,,2,2,2000.0,,
Intel(R) Pentium(R) 4 CPU 1.70GHz,1.7,,2,2,,,2000.0
Intel(R) Atom(TM) CPU D2700 @ 2.13GHz,2.13,,2,4,1000.0,,
Intel(R) Core(TM) i7-3770T CPU @ 2.50GHz,2.5,3.7,4,8,,,8000.0
Intel(R) Core(TM) i7-4500U CPU @ 1.80GHz,1.8,3.0,2,4,,,4000.0
AMD Athlon(tm) 64 X2 Dual Core Processor 3800+,,,,,,,
Intel(R) Xeon(R) CPU X3210 @ 2.13GHz,2.13,,4,4,8000.0,,
Intel(R) Celeron(R) CPU 2.80GHz,2.8,,2,2,,2000.0,
Intel(R) Xeon(TM) CPU 3.80GHz,3.8,,1,2,2000.0,,
AMD Geode NX,,,,,,,
Intel(R) Xeon(R) CPU L5420 @ 2.50GHz,2.5,,4,4,12000.0,,
Celeron (Covinton) ,,,,,,,
AMD Z-01,,,,,,,
Intel(R) Core(TM)2 Duo CPU P9400 @ 2.40GHz,2.4,,2,2,6000.0,,
VIA C7 Processor 1500MHz,,,,,,,
Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,2.6,3.2,2,4,,,3000.0
AMD Turion(tm) II Neo K625 Dual-Core Processor,,,,,,,
Mobile Intel(R) Pentium(R) III CPU - M 900MHz,1.2,,1,1,512.0,,
AMD Athlon(tm) 1700+,,,,,,,
mobile AMD Athlon(tm) 4,,,,,,,
"AMD A6-8500P Radeon R5, 6 Compute Cores 2C+4G ",,,,,,,
Intel(R) Core(TM) i7-3840QM CPU @ 2.80GHz,2.8,3.8,4,8,,,8000.0
Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,2.5,,2,4,,,3000.0
AMD Athlon(tm) 64 X2 TK-57,,,,,,,
AMD Sempron(tm) Processor 3000+,,,,,,,
AMD A6-6400K APU with Radeon(tm) HD Graphics ,,,,,,,
AMD Phenom(tm) II X6 1100T Processor,3.3,,6,,3000.0,6000.0,0
Intel(R) Xeon(R) CPU E3-1265L V2 @ 2.50GHz,2.5,3.5,4,8,,,8000.0
AMD Opteron(tm) Processor 250,,,,,,,
Pentium III (Coppermine) ,,,,,,,
Genuine Intel(R) CPU @ 2.66GHz,2.66,,1,1,512.0,,
Intel(R) Xeon(R) CPU W3580 @ 3.33GHz,3.33,3.6,4,8,,,8000.0
Dual-Core AMD Opteron(tm) Processor 2218,,,,,,,
AMD Athlon(tm) II X4 631 Quad-Core Processor,,,,,,,
Intel(R) Atom(TM) CPU Z520 @ 1.33GHz,1.33,,1,2,512.0,,
Core 2 Duo E3300 ,1.86,,2,2,2000.0,,
Genuine Intel(R) CPU @ 2.40GHz,2.4,3.2,8,16,,,20000.0
Intel(R) Celeron(R) CPU 1.60GHz,1.6,,2,2,,,2000.0
mobile AMD Sempron(tm) 2800+,,,,,,,
Intel(R) Celeron(R) CPU B810 @ 1.60GHz,1.6,,2,2,,,2000.0
AMD Phenom(tm) II X6 1035T Processor,,,,,,,
Dual Core AMD Opteron(tm) Processor 180,,,,,,,
AMD Athlon(tm) 64 X2 Dual Core Processor 6000+,,,,,,,
AMD Athlon(tm) X2 Dual Core Processor 3250e,,,,,,,
Intel(R) Core(TM) i7 CPU X 980 @ 3.33GHz,3.33,3.6,6,12,,,12000.0
AMD Athlon(tm) 2000+,,,,,,,
Intel(R) Atom(TM) CPU N2800 @ 1.86GHz,1.86,,2,4,1000.0,,
Mobile AMD Sempron(tm) Processor 3500+,,,,,,,
Intel(R) Xeon(R) CPU E5504 @ 2.00GHz,2.0,,4,4,,,4000.0
Intel(R) Core(TM) i7-3537U CPU @ 2.00GHz,2.0,3.1,2,4,,,4000.0
AMD Athlon(tm) Proswssor,,,,,,,
AMD Opteron(tm) Processor 242,,,,,,,
