,name,url,capacity[GB],memory_num,capacity_sum,memory_standard,interface,module_standard,generation,PRICE
125,CFD W4U4133HX1-8G [DDR4 PC4-33000 8GB 2枚組],https://kakaku.com/item/K0001196482/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-33000(DDR4-4133),4.0,13190.0
126,Corsair CMSX32GX4M2A2666C18 [SODIMM DDR4 PC4-21300 16GB 2枚組],https://kakaku.com/item/K0000888370/,16.0,2.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,15880.0
127,Corsair CMK32GX4M2D3200C16 [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001145773/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,19710.0
128,ノーブランド DIMM DDR3 SDRAM PC3-10600 4GB,https://kakaku.com/item/05200012221/,4.0,1.0,4.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,1630.0
129,RAMMAX Technology RM-SD1333-D8GB [SODIMM DDR3 PC3-10600 4GB 2枚組],https://kakaku.com/item/K0001187079/,4.0,2.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,3228.0
130,UMAX UM-SODDR4S-2400-8G [SODIMM DDR4 PC4-19200 8GB],https://kakaku.com/item/K0001175379/,8.0,1.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,3280.0
131,ADATA AD4U266638G19-R [DDR4 PC4-21300 8GB],https://kakaku.com/item/K0001045434/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,3480.0
132,UMAX UM-SODDR4S-2400-16G [SODIMM DDR4 PC4-19200 16GB],https://kakaku.com/item/K0001175380/,16.0,1.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,6130.0
133,ESSENCORE KLEVV KD48GU880-32A160U [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001215896/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,9490.0
134,G.Skill F4-2666C18D-16GTZR [DDR4 PC4-21300 8GB 2枚組],https://kakaku.com/item/K0001043747/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,9747.0
135,Team TED464G2666C19DC01 [DDR4 PC4-21300 32GB 2枚組],https://kakaku.com/item/K0001203814/,32.0,2.0,64.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,33960.0
136,Corsair CMK64GX4M2A2666C16 [DDR4 PC4-21300 32GB 2枚組],https://kakaku.com/item/K0001179941/,32.0,2.0,64.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,35661.0
137,ノーブランド DIMM DDR2 SDRAM PC6400 2GB,https://kakaku.com/item/05200012003/,2.0,1.0,2.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,1030.0
138,RAMMAX Technology RM-SD1066-4GB [SODIMM DDR3 PC3-8500 4GB],https://kakaku.com/item/K0001187082/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,1810.0
139,crucial CT4G4SFS824A [SODIMM DDR4 PC4-19200 4GB],https://kakaku.com/item/K0000881991/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,2180.0
140,キングストン KVR24N17S8/8 [DDR4 PC4-19200 8GB],https://kakaku.com/item/K0000913425/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,4245.0
141,UMAX UM-DDR4S-2400-16GB [DDR4 PC4-19200 16GB],https://kakaku.com/item/K0001175357/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,5850.0
142,UMAX UM-DDR4S-2666-16GB [DDR4 PC4-21300 16GB],https://kakaku.com/item/K0001175363/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,5850.0
143,G.Skill F3-1600C11D-16GNT [DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000784948/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,6980.0
144,crucial CT16G4SFD8266 [SODIMM DDR4 PC4-21300 16GB],https://kakaku.com/item/K0000995398/,16.0,1.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,7860.0
145,G.Skill F4-3600C18D-16GTRS [DDR4 PC4-28800 8GB 2枚組],https://kakaku.com/item/K0001112127/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,13178.0
146,UMAX UM-DDR4D-3200-32GBHS [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001175374/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,13680.0
147,crucial CT2K16G4SFD824A [SODIMM DDR4 PC4-19200 16GB 2枚組],https://kakaku.com/item/K0000881986/,16.0,2.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,15700.0
148,crucial CT32G4RFD4293 [DDR4 PC4-23400 32GB ECC Registered],https://kakaku.com/item/K0001168614/,32.0,1.0,32.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,21270.0
149,Corsair CMSX64GX4M2A2666C18 [SODIMM DDR4 PC4-21300 32GB 2枚組],https://kakaku.com/item/K0001211815/,32.0,2.0,64.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,34303.0
150,G.Skill F4-3600C18Q-64GTZN [DDR4 PC4-28800 16GB 4枚組],https://kakaku.com/item/K0001180981/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,41800.0
151,G.Skill F4-3800C14Q-32GTZN [DDR4 PC4-30400 8GB 4枚組],https://kakaku.com/item/K0001205403/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-30400(DDR4-3800),4.0,67500.0
152,キングストン KVR24N17S6/4 [DDR4 PC4-19200 4GB],https://kakaku.com/item/K0001013507/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,2393.0
153,RAMMAX Technology RM-SD1600-8GB [SODIMM DDR3 PC3-12800 8GB],https://kakaku.com/item/K0001187104/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,2680.0
154,キングストン KVR26N19S8/8 [DDR4 PC4-21300 8GB],https://kakaku.com/item/K0000985462/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,3977.0
155,トランセンド JM2400HSB-8G [SODIMM DDR4 PC4-19200 8GB],https://kakaku.com/item/K0000995238/,8.0,1.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,4190.0
156,キングストン KVR16N11/8 [DDR3 PC3-12800 8GB],https://kakaku.com/item/K0000403323/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,4245.0
157,CFD CFD Selection W4U2400CM-4G [DDR4 PC4-19200 4GB 2枚組],https://kakaku.com/item/K0000905138/,4.0,2.0,8.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,4487.0
158,トランセンド TS1GSK64W6H [SODIMM DDR3L PC3-12800 8GB],https://kakaku.com/item/K0000409499/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3L-1600),3.0,4580.0
159,Corsair CMX8GX3M2A1333C9 [DDR3 PC3-10600 4GB 2枚組],https://kakaku.com/item/K0000147484/,4.0,2.0,8.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,4640.0
160,Corsair CMK8GX4M2A2666C16 [DDR4 PC4-21300 4GB 2枚組],https://kakaku.com/item/K0000799298/,4.0,2.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,5273.0
161,ADATA ADDS1600W8G11-2 [SODIMM DDR3L PC3L-12800 8GB 2枚組],https://kakaku.com/item/K0000602267/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,6980.0
162,Team TED416G3200C22DC01 [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001203816/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,8660.0
163,Corsair CMK16GX4M2B3200C16 [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0000819775/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,9625.0
164,crucial CT2K16G4SFD8266 [SODIMM DDR4 PC4-21300 16GB 2枚組],https://kakaku.com/item/K0000995396/,16.0,2.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,15810.0
165,GALAXY GALAX HOF4CJL4BST4000M19SF162CL [DDR4 PC4-32000 8GB 2枚組],https://kakaku.com/item/K0001186483/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-32000(DDR4-4000),4.0,18678.0
166,ノーブランド DIMM DDR3 SDRAM PC3-10600 2GB,https://kakaku.com/item/05200012220/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,1075.0
167,キングストン KVR13S9S8/4 [SODIMM DDR3 PC3-10600 4GB],https://kakaku.com/item/K0000619405/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,2904.0
168,G.Skill F4-2666C19S-8GNT [DDR4 PC4-21300 8GB],https://kakaku.com/item/K0001043743/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,3465.0
169,G.Skill F4-2133C15S-8GRS [SODIMM DDR4 PC4-17000 8GB],https://kakaku.com/item/K0000984805/,8.0,1.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-17000(DDR4-2133),4.0,3680.0
170,バッファロー MV-D3N1600-L4G [SODIMM DDR3L PC3L-12800 4GB],https://kakaku.com/item/K0000572572/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,3980.0
171,CFD CFD Selection W4N2666CM-8GB [SODIMM DDR4 PC4-21300 8GB 2枚組],https://kakaku.com/item/K0001045992/,8.0,2.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,7790.0
172,G.Skill F4-3200C16D-16GSXKB [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001032655/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,7880.0
173,G.Skill F4-3200C16D-16GSXWB [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001032654/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,7980.0
174,CFD CFD Selection W3N1600CM-8G [SODIMM DDR3L PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000905162/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3L-1600),3.0,8790.0
175,Corsair CMW16GX4M2C3200C16W [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001063252/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,11748.0
176,CFD W4U2666PS-16GC19 [DDR4 PC4-21300 16GB 2枚組],https://kakaku.com/item/K0001083491/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,12078.0
177,G.Skill F4-3200C16D-32GSXWB [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001032660/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,14990.0
178,Corsair CMK32GX4M2A2666C16R [DDR4 PC4-21300 16GB 2枚組],https://kakaku.com/item/K0000823658/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,15378.0
179,CFD CFD Selection W4N3200CM-16G [SODIMM DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001155297/,16.0,2.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-25600(DDR4-3200),4.0,16970.0
180,G.Skill F4-3600C17D-32GTZR [DDR4 PC4-28800 16GB 2枚組],https://kakaku.com/item/K0000936509/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,19623.0
181,G.Skill F4-3200C16D-32GTRG [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001134117/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,23485.0
182,G.Skill F4-3600C16D-32GTRSC [DDR4 PC4-28800 16GB 2枚組],https://kakaku.com/item/K0001198756/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,25100.0
183,G.Skill F4-3200C16Q-128GVK [DDR4 PC4-25600 32GB 4枚組],https://kakaku.com/item/K0001212035/,32.0,4.0,128.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,73700.0
184,RAMMAX Technology RM-LD1600-D4GB [DDR3 PC3-12800 2GB 2枚組],https://kakaku.com/item/K0001187122/,2.0,2.0,4.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,1610.0
185,UMAX UM-DDR4S-2666-4GB [DDR4 PC4-21300 4GB],https://kakaku.com/item/K0001175361/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,1920.0
186,キングストン KVR16LN11/4 [DDR3L PC3-12800 4GB],https://kakaku.com/item/K0000618765/,4.0,1.0,4.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,2238.0
187,G.Skill F4-2133C15D-8GNT [DDR4 PC4-17000 4GB 2枚組],https://kakaku.com/item/K0000821481/,4.0,2.0,8.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,3980.0
188,トランセンド TS1GLK64W6H [DDR3L PC3-12800 8GB],https://kakaku.com/item/K0000845474/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,4980.0
189,ノーブランド DIMM DDR2 SDRAM PC6400 4GB,https://kakaku.com/item/05200013154/,4.0,1.0,4.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,5760.0
190,ADATA AX4U266638G16-DB30 [DDR4 PC4-21300 8GB 2枚組],https://kakaku.com/item/K0001144991/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,6600.0
191,エレコム EW2400-N8G/RO [SODIMM DDR4 PC4-19200 8GB],https://kakaku.com/item/K0000943749/,8.0,1.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,6660.0
192,Silicon Power SP016GBSTU133N22 [SODIMM DDR3 PC3-10600 8GB 2枚組],https://kakaku.com/item/K0000356907/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,8311.0
193,G.Skill F4-3200C16D-16GTZN [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001180962/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,12752.0
194,crucial CT2K16G4DFD824A [DDR4 PC4-19200 16GB 2枚組],https://kakaku.com/item/K0000844717/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,14980.0
195,Corsair CMK32GX4M2B3000C15 [DDR4 PC4-24000 16GB 2枚組],https://kakaku.com/item/K0000827953/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,17594.0
196,crucial CT32G4RFD4266 [DDR4 PC4-21300 32GB ECC Registered],https://kakaku.com/item/K0000979050/,32.0,1.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,20569.0
197,Corsair CMW32GX4M4C3200C16 [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0001063397/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,24190.0
198,G.Skill F4-3600C14D-16GTZN [DDR4 PC4-28800 8GB 2枚組],https://kakaku.com/item/K0001180973/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,35300.0
199,G.Skill F4-3600C16Q-64GTRSC [DDR4 PC4-28800 16GB 4枚組],https://kakaku.com/item/K0001198758/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,50900.0
200,G.Skill F4-2133C15S-4GIS [DDR4 PC4-17000 4GB],https://kakaku.com/item/K0000984818/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,2220.0
201,トランセンド TS512MSH64V4H [SODIMM DDR4 PC4-19200 4GB],https://kakaku.com/item/K0000977275/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,2780.0
202,UMAX UM-DDR4S-2666-8GB [DDR4 PC4-21300 8GB],https://kakaku.com/item/K0001175362/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,3210.0
203,crucial CT8G4DFD824A [DDR4 PC4-19200 8GB],https://kakaku.com/item/K0000844711/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,3930.0
204,crucial CT8G4SFS8266 [SODIMM DDR4 PC4-21300 8GB],https://kakaku.com/item/K0000995399/,8.0,1.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,3980.0
205,crucial CT2K8G4DFS824A [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000995492/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,7780.0
206,crucial CT2K8G4SFS824A [SODIMM DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000881987/,8.0,2.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,8008.0
207,CFD CFD Selection W4N3200CM-8G [SODIMM DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001155296/,8.0,2.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-25600(DDR4-3200),4.0,8470.0
208,CFD CFD Selection W3U1600CM-8G [DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000905152/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,9256.0
209,crucial CT16G4WFD8266 [DDR4 PC4-21300 16GB ECC],https://kakaku.com/item/K0001178683/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,12960.0
210,Corsair CMT16GX4M2C3200C16 [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001134190/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,14828.0
211,G.Skill F4-3200C16D-32GFX [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001198726/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,15200.0
212,CFD CFD Selection W4N2400CM-16G [SODIMM DDR4 PC4-19200 16GB 2枚組],https://kakaku.com/item/K0000905149/,16.0,2.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,15220.0
213,crucial CT2K16G4SFD832A [SODIMM DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001177500/,16.0,2.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-25600(DDR4-3200),4.0,16770.0
214,Corsair CMK32GX4M2B3200C16 [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0000874930/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,17970.0
215,crucial Ballistix BLS2K16G4D32AESB [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001178536/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,18780.0
216,G.Skill F4-3200C16D-32GTZN [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001180966/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,19600.0
217,CFD CFD Selection Gaming Sports W4U3200BMS-16G [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0001147471/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,19610.0
218,G.Skill F4-3600C16D-32GTZRC [DDR4 PC4-28800 16GB 2枚組],https://kakaku.com/item/K0001198737/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,22000.0
219,Corsair CMK128GX4M4A2666C16 [DDR4 PC4-21300 32GB 4枚組],https://kakaku.com/item/K0001179940/,32.0,4.0,128.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,72736.0
220,UMAX UM-SODDR4S-2666-4G [SODIMM DDR4 PC4-21300 4GB],https://kakaku.com/item/K0001175381/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,2000.0
221,トランセンド JetRam JM2666HLD-4G [DDR4 PC4-21300 4GB],https://kakaku.com/item/K0001203499/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,2180.0
222,crucial CT4G4DFS824A [DDR4 PC4-19200 4GB],https://kakaku.com/item/K0000844710/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,2200.0
223,キングストン KVR24S17S6/4 [SODIMM DDR4 PC4-19200 4GB],https://kakaku.com/item/K0001068341/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,2393.0
224,キングストン KVR26N19S6/4 [DDR4 PC4-21300 4GB],https://kakaku.com/item/K0001124769/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,2393.0
225,IODATA SDY1600L-H4G/EC [SODIMM DDR3L PC3L-12800 4GB],https://kakaku.com/item/K0000798713/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,3240.0
226,キングストン KVR16N11S8K2/8 [DDR3 PC3-12800 4GB 2枚組],https://kakaku.com/item/K0000619398/,4.0,2.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,3500.0
227,キングストン KVR26S19S8/8 [SODIMM DDR4 PC4-21300 8GB],https://kakaku.com/item/K0001124768/,8.0,1.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,3811.0
228,UMAX UM-DDR4D-3000-16GBHS [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0001175369/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,6798.0
229,Patriot Memory PSD416G2666KH [DDR4 PC4-21300 8GB 2枚組],https://kakaku.com/item/K0001044557/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,7580.0
230,crucial CT16G4SFD824A [SODIMM DDR4 PC4-19200 16GB],https://kakaku.com/item/K0000881989/,16.0,1.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,7970.0
231,キングストン HX426C16FB3K2/16 [DDR4 PC4-21300 8GB 2枚組],https://kakaku.com/item/K0001188091/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,8078.0
232,crucial CT2K8G4SFS832A [SODIMM DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001177499/,8.0,2.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-25600(DDR4-3200),4.0,8290.0
233,Corsair CMK16GX4M2B3000C15 [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0000799288/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,8900.0
234,crucial Ballistix BLS2K8G4D32AESBK [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001178535/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,9480.0
235,crucial CT204864BF160B [SODIMM DDR3L PC3L-12800 16GB],https://kakaku.com/item/K0000826759/,16.0,1.0,16.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,16980.0
236,Corsair CMD32GX4M2C3200C16 [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0000879039/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,20770.0
237,G.Skill F4-3200C14D-16GTRS [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001112125/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,22980.0
238,G.Skill F4-3600C18Q-32GTZN [DDR4 PC4-28800 8GB 4枚組],https://kakaku.com/item/K0001180974/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,25278.0
239,G.Skill F4-4000C18Q-32GTZRB [DDR4 PC4-32000 8GB 4枚組],https://kakaku.com/item/K0001198747/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-32000(DDR4-4000),4.0,28300.0
240,Corsair CMSX64GX4M2A2400C16 [SODIMM DDR4 PC4-19200 32GB 2枚組],https://kakaku.com/item/K0001211814/,32.0,2.0,64.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,33479.0
241,Corsair CMT32GX4M4C3600C18 [DDR4 PC4-28800 8GB 4枚組],https://kakaku.com/item/K0001134202/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,40571.0
242,crucial CT64G4LFQ4266 [DDR4 PC4-21300 64GB ECC],https://kakaku.com/item/K0000995650/,64.0,1.0,64.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,43889.0
243,ノーブランド DIMM DDR3 SDRAM PC3-8500 2GB,https://kakaku.com/item/05200012217/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-8500(DDR3-1066),3.0,1106.0
244,CFD CFD Selection D4N2400CM-4G [SODIMM DDR4 PC4-19200 4GB],https://kakaku.com/item/K0000905144/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,2360.0
245,IODATA SDZ2133-4GR/ST [SODIMM DDR4 PC4-17000 4GB],https://kakaku.com/item/K0001156565/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-17000(DDR4-2133),4.0,3210.0
246,エレコム EW2400-N4G/RO [SODIMM DDR4 PC4-19200 4GB],https://kakaku.com/item/K0000943748/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,3391.0
247,RAMMAX Technology RM-LD1333-D8GB [DDR3 PC3-10600 4GB 2枚組],https://kakaku.com/item/K0001187099/,4.0,2.0,8.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,3480.0
248,トランセンド JM1333KSN-4G [SODIMM DDR3 PC3-10600 4GB],https://kakaku.com/item/K0000151745/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,3646.0
