,name,url,capacity[GB],memory_num,capacity_sum,memory_standard,interface,module_standard,generation,PRICE
2394,グリーンハウス GH-DRF2400-16GB [DDR4 PC4-19200 16GB],https://kakaku.com/item/K0000982682/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,9780.0
2395,グリーンハウス GH-DRF2666-16GB [DDR4 PC4-21300 16GB],https://kakaku.com/item/K0001078541/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,9780.0
2396,キングストン HX426S15IB2/16 [SODIMM DDR4 PC4-21300 16GB],https://kakaku.com/item/K0001111132/,16.0,1.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,9818.0
2397,crucial Ballistix BLS2K8G4D30AESCK [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0001178502/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,9820.0
2398,グリーンハウス GH-DRT1600-4GH [DDR3 PC3-12800 4GB],https://kakaku.com/item/K0000566660/,4.0,1.0,4.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,9829.0
2399,crucial CT2K4G3S186DJM [SODIMM DDR3L PC3-14900 4GB 2枚組 Mac],https://kakaku.com/item/K0000891823/,4.0,2.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-14900(DDR3L-1866),3.0,9832.0
2400,CENTURY MICRO CAD4G-D3RE1333L82 (DDR3 PC3-10600 4GB ECC Registered),https://kakaku.com/item/K0000105849/,4.0,1.0,4.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,9850.0
2401,Silicon Power SP008GLSTU160N02DA [SODIMM DDR3L PC3L-12800 8GB],https://kakaku.com/item/K0000860322/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,9860.0
2402,バッファロー D3N1333-2GX2/E [SODIMM DDR3 PC3-10600 2GB 2枚組],https://kakaku.com/item/K0000164518/,2.0,2.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,9875.0
2403,バッファロー A3E1333-2GX2 [DDR3 PC3-10600 2GB 2枚組 ECC Mac],https://kakaku.com/item/K0000154973/,2.0,2.0,4.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,9878.0
2404,バッファロー A3E1333-4G [DDR3 PC3-10600 4GB ECC Mac],https://kakaku.com/item/K0000154970/,4.0,1.0,4.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,9878.0
2405,バッファロー D2/N533-2GX2 (DDR2 PC2-4200 2GB 2枚組),https://kakaku.com/item/05202011662/,2.0,2.0,4.0,DDR2SDRAM,S.O.DIMM,PC2-4200(DDR2-533),2.0,9878.0
2406,CENTURY MICRO CD8G-D3LRE1333L82 [DDR3L PC3-10600 8GB ECC Registered],https://kakaku.com/item/K0000420219/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-10600(DDR3L-1333),3.0,9880.0
2407,CENTURY MICRO CD8G-D3LRE1600L82 [DDR3L PC3-12800 8GB ECC Registered],https://kakaku.com/item/K0000420205/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,9880.0
2408,CENTURY MICRO CD8G-D3RE1333L82 [DDR3 PC3-10600 8GB ECC Registered],https://kakaku.com/item/K0000999501/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,9880.0
2409,CENTURY MICRO CD8G-D3RE1866L82 [DDR3 PC3-14900 8GB ECC Registered],https://kakaku.com/item/K0000979375/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-14900(DDR3-1866),3.0,9880.0
2410,IODATA DZ2133-4GR [DDR4 PC4-17000 4GB],https://kakaku.com/item/K0001156559/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,9887.0
2411,ADTEC ADS6400D-E2G [DDR2 PC2-6400 2GB ECC],https://kakaku.com/item/K0000624178/,2.0,1.0,2.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,9910.0
2412,crucial BLE2K4G4D26AFEA [DDR4 PC4-21300 4GB 2枚組],https://kakaku.com/item/K0000739284/,4.0,2.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,9955.0
2413,ARCHISS AS-1600D3N-4G-MJ(X2) [SODIMM DDR3 PC3-12800 4GB 2枚組],https://kakaku.com/item/K0000461836/,4.0,2.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,9960.0
2414,crucial CT2K4G3S1067M [SODIMM DDR3 PC3-8500 4GB 2枚組 Mac],https://kakaku.com/item/K0000891926/,4.0,2.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,9976.0
2415,CENTURY MICRO CK4GX2-D4U2133H [DDR4 PC4-17000 4GB 2枚組],https://kakaku.com/item/K0000996106/,4.0,2.0,8.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,10000.0
2416,CENTURY MICRO CK4GX2-D4U2400H [DDR4 PC4-19200 4GB 2枚組],https://kakaku.com/item/K0000996102/,4.0,2.0,8.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10000.0
2417,Corsair CMK16GX4M2D3000C16 [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0001064003/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10000.0
2418,Corsair CMK16GX4M2D3000C16W [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0001063264/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10000.0
2419,G.Skill F3-1333C9Q-16GAO [DDR3 PC3-10600 4GB 4枚組],https://kakaku.com/item/K0000341849/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,10000.0
2420,G.Skill F4-2800C15Q-16GVR [DDR4 PC4-22400 4GB 4枚組],https://kakaku.com/item/K0000801727/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-22400(DDR4-2800),4.0,10000.0
2421,ADTEC ADM5300D-1GW (DDR2 PC2-5300 1GB 2枚組 Mac),https://kakaku.com/item/05201012344/,1.0,2.0,2.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,10008.0
2422,ADTEC ADM5300N-1GW (SODIMM DDR2 PC2-5300 1GB 2枚組 Mac),https://kakaku.com/item/05201012330/,1.0,2.0,2.0,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,10008.0
2423,ADTEC ADS5300D-2GW (DDR2 PC2-5300 2GB 2枚組),https://kakaku.com/item/05201012337/,2.0,2.0,4.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,10018.0
2424,バッファロー D3U1066-2G (DDR3 PC3-8500 2GB),https://kakaku.com/item/05202012739/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-8500(DDR3-1066),3.0,10057.0
2425,IODATA SDZ2400-H4G [SODIMM DDR4 PC4-19200 4GB],https://kakaku.com/item/K0000965984/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,10065.0
2426,ADTEC ADS2400D-HEV8G [DDR4 PC4-19200 8GB ECC],https://kakaku.com/item/K0001030784/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10082.0
2427,Corsair CM3X8GSDKIT1066 [SODIMM DDR3 PC3-8500 4GB 2枚組],https://kakaku.com/item/K0000137926/,4.0,2.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,10093.0
2428,G.Skill F4-3466C16D-16GVK [DDR4 PC4-27700 8GB 2枚組],https://kakaku.com/item/K0000867627/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,10100.0
2429,G.Skill F4-3466C16D-16GVR [DDR4 PC4-27700 8GB 2枚組],https://kakaku.com/item/K0000867626/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,10100.0
2430,CENTURY MICRO CK1GX2-D3UE1333 [DDR3 PC3-10600 1GB 2枚組 ECC],https://kakaku.com/item/K0000357985/,1.0,2.0,2.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,10104.0
2431,CENTURY MICRO CK2GX2-D3LUE1333 [DDR3L PC3-10600 2GB 2枚組 ECC],https://kakaku.com/item/K0000420182/,2.0,2.0,4.0,DDR3SDRAM,DIMM,PC3-10600(DDR3L-1333),3.0,10104.0
2432,CENTURY MICRO CK2GX2-D3LUE1600 [DDR3L PC3-12800 2GB 2枚組 ECC],https://kakaku.com/item/K0000420173/,2.0,2.0,4.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,10104.0
2433,CENTURY MICRO CK2GX2-D3UE1333 [DDR3 PC3-10600 2GB 2枚組 ECC],https://kakaku.com/item/K0000230860/,2.0,2.0,4.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,10104.0
2434,CENTURY MICRO CK2GX2-D3UE1600 [DDR3 PC3-12800 2GB 2枚組 ECC],https://kakaku.com/item/K0000357953/,2.0,2.0,4.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10104.0
2435,crucial Ballistix BLS16G4D30AESE [DDR4 PC4-24000 16GB],https://kakaku.com/item/K0001178512/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10110.0
2436,crucial CT2K8G4S24AM [SODIMM DDR4 PC4-19200 8GB 2枚組 Mac],https://kakaku.com/item/K0000995393/,8.0,2.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,10120.0
2437,キングストン HX316LS9IBK2/16 [SODIMM DDR3L PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000669699/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3L-1600),3.0,10140.0
2438,CENTURY MICRO CK4GX2-SOD4U2133H [SODIMM DDR4 PC4-17000 4GB 2枚組],https://kakaku.com/item/K0000995483/,4.0,2.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-17000(DDR4-2133),4.0,10150.0
2439,Corsair CMZ16GX3M4A1600C9B [DDR3 PC3-12800 4GB 4枚組],https://kakaku.com/item/K0000237458/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10150.0
2440,Corsair CMK16GX4M1B3000C15 [DDR4 PC4-24000 16GB],https://kakaku.com/item/K0000904465/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10155.0
2441,Corsair CMK16GX4M2B3000C15B [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0000887592/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10155.0
2442,Corsair CMK16GX4M2B3000C15W [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0000887593/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10155.0
2443,Corsair CMK16GX4M4B3000C15R [DDR4 PC4-24000 4GB 4枚組],https://kakaku.com/item/K0000756105/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10156.0
2444,トランセンド TS1GLK72W6H [DDR3L PC3-12800 8GB ECC],https://kakaku.com/item/K0000859143/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,10164.0
2445,トランセンド TS1GSK72W6H [SODIMM DDR3L PC3-12800 8GB ECC],https://kakaku.com/item/K0000859139/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3L-1600),3.0,10164.0
2446,crucial BLS2KIT4G3D1609DS1S00 [DDR3 PC3-12800 4GB 2枚組],https://kakaku.com/item/K0000826762/,4.0,2.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10165.0
2447,crucial CT2K4G3S160BM [SODIMM DDR3L PC3L-12800 4GB 2枚組 Mac],https://kakaku.com/item/K0000891822/,4.0,2.0,8.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,10217.0
2448,CENTURY MICRO CK2GX2-SOD3LUE1333 [SODIMM DDR3L PC3L-10600 2GB 2枚組 ECC],https://kakaku.com/item/K0000955915/,2.0,2.0,4.0,DDR3SDRAM,S.O.DIMM,PC3L-10600(DDR3L-1333),3.0,10225.0
2449,CENTURY MICRO CK2GX2-SOD3UE1333 [SODIMM DDR3 PC3-10600 2GB 2枚組 ECC],https://kakaku.com/item/K0000955905/,2.0,2.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,10225.0
2450,プリンストン PDN3/1066-4G (SODIMM DDR3 PC3-8500 4GB),https://kakaku.com/item/K0000054164/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,10246.0
2451,crucial Ballistix BLS16G4D32AESB [DDR4 PC4-25600 16GB],https://kakaku.com/item/K0001178534/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,10260.0
2452,crucial Ballistix BLS16G4D32AESE [DDR4 PC4-25600 16GB],https://kakaku.com/item/K0001178540/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,10260.0
2453,crucial Ballistix BLS16G4D32AEST [DDR4 PC4-25600 16GB],https://kakaku.com/item/K0001178546/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,10260.0
2454,crucial Ballistix BLS2K8G4D32AESCK [DDR4 PC4-25600 8GB 2枚組],https://kakaku.com/item/K0001178529/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,10260.0
2455,キングストン HX424S14IB/16 [SODIMM DDR4 PC4-19200 16GB],https://kakaku.com/item/K0000863523/,16.0,1.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,10260.0
2456,CENTURY MICRO CAK1GX2-D3U1066 (DDR3 PC3-8500 1GB 2枚組),https://kakaku.com/item/K0000002124/,1.0,2.0,2.0,DDR3SDRAM,DIMM,PC3-8500(DDR3-1066),3.0,10280.0
2457,CENTURY MICRO CAK1GX2-D3U1333 (DDR3 PC3-10600 1GB 2枚組),https://kakaku.com/item/K0000002118/,1.0,2.0,2.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,10280.0
2458,crucial Ballistix BLT16G4D26BFT4 [DDR4 PC4-21300 16GB],https://kakaku.com/item/K0001178689/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10285.0
2459,キングストン HX316C10FBK2/16 [DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000643779/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10290.0
2460,キングストン HX316C10FK2/16 [DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000643780/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10290.0
2461,キングストン HX316C10FRK2/16 [DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000643781/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10290.0
2462,キングストン HX316C10FWK2/16 [DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000643782/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10290.0
2463,プリンストン PDD2/533-2GX2 (DDR2 PC2-4200 2GB 2枚組),https://kakaku.com/item/05208013319/,2.0,2.0,4.0,DDR2SDRAM,DIMM,PC2-4200(DDR2-533),2.0,10300.0
2464,CENTURY MICRO CD8G-D4RE2400L82 [DDR4 PC4-19200 8GB ECC Registered],https://kakaku.com/item/K0000955261/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10357.0
2465,CENTURY MICRO CD8G-D4RE2666L82 [DDR4 PC4-21300 8GB ECC Registered],https://kakaku.com/item/K0001046963/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10357.0
2466,CENTURY MICRO CK4GX2-D3LUE1600 [DDR3L PC3-12800 4GB 2枚組 ECC],https://kakaku.com/item/K0000420176/,4.0,2.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,10357.0
2467,CENTURY MICRO CK4GX2-D3UE1600 [DDR3 PC3-12800 4GB 2枚組 ECC],https://kakaku.com/item/K0000357955/,4.0,2.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10357.0
2468,ゲイル GLWS416GB2666C16ADC [DDR4 PC4-21330 8GB 2枚組],https://kakaku.com/item/K0001051124/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-21330(DDR4-2666),4.0,10368.0
2469,バッファロー D2/N667-2GX2/E (SODIMM DDR2 PC2-5300 2GB 2枚組),https://kakaku.com/item/K0000028706/,2.0,2.0,4.0,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,10370.0
2470,バッファロー D3U1600-8G [DDR3 PC3-12800 8GB],https://kakaku.com/item/K0000372740/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10370.0
2471,ARCHISS AS-2400D4-8G-MJ(X2) [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000972842/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10385.0
2472,ADTEC ADS2133N-E4G [SODIMM DDR4 PC4-17000 4GB ECC],https://kakaku.com/item/K0000897287/,4.0,1.0,4.0,DDR4SDRAM,S.O.DIMM,PC4-17000(DDR4-2133),4.0,10405.0
2473,ヤダイ YD3/1333-N8G [SODIMM DDR3 PC3-10600 8GB],https://kakaku.com/item/K0000848545/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,10407.0
2474,ヤダイ YD3/1600-8G [DDR3 PC3-12800 8GB],https://kakaku.com/item/K0000848554/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10407.0
2475,ヤダイ YD3/1600-N8G [SODIMM DDR3 PC3-12800 8GB],https://kakaku.com/item/K0000848547/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,10407.0
2476,ヤダイ YD3/1600L-N8G [SODIMM DDR3L PC3L-12800 8GB],https://kakaku.com/item/K0000848550/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,10407.0
2477,ADTEC ADM2666N-H8G [SODIMM DDR4 PC4-21300 8GB Mac],https://kakaku.com/item/K0001107121/,8.0,1.0,8.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,10414.0
2478,crucial BLS4K4G4D26BFSE [DDR4 PC4-21300 4GB 4枚組],https://kakaku.com/item/K0000995426/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10450.0
2479,crucial Ballistix BLS16G4D30BESB [DDR4 PC4-24000 16GB],https://kakaku.com/item/K0001178495/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10450.0
2480,crucial Ballistix BLS16G4D30CEST [DDR4 PC4-24000 16GB],https://kakaku.com/item/K0001178693/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10450.0
2481,crucial Ballistix BLS2K8G4D30BESBK [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0001178496/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10450.0
2482,crucial Ballistix BLS2K8G4D30CESTK [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0001077300/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10450.0
2483,キングストン HX318LS11IBK2/16 [SODIMM DDR3L PC3-14900 8GB 2枚組],https://kakaku.com/item/K0000848834/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-14900(DDR3L-1866),3.0,10450.0
2484,トランセンド TS256MQR72V4T (DDR2 PC2-3200 2GB ECC Registered),https://kakaku.com/item/05209011911/,2.0,1.0,2.0,DDR2SDRAM,DIMM,PC2-3200(DDR2-400),2.0,10455.0
2485,IODATA DY1600-8GR [DDR3 PC3-12800 8GB],https://kakaku.com/item/K0001126560/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10458.0
2486,トランセンド TS1GDLXPS (DDR PC3200 1GB),https://kakaku.com/item/K0000011504/,1.0,1.0,1.0,DDRSDRAM,DIMM,PC3200(DDR400),1.0,10467.0
2487,G.Skill F3-12800CL9Q-16GBRL (DDR3 PC3-12800 4GB 4枚組),https://kakaku.com/item/K0000062177/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10500.0
2488,G.Skill F3-12800CL9Q-16GBXL [DDR3 PC3-12800 4GB 4枚組],https://kakaku.com/item/K0000217431/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10500.0
2489,G.Skill F3-12800CL9Q-16GBZL [DDR3 PC3-12800 4GB 4枚組],https://kakaku.com/item/K0000311923/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10500.0
2490,G.Skill F3-1600C9Q-16GAO [DDR3 PC3-12800 4GB 4枚組],https://kakaku.com/item/K0000341853/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10500.0
2491,G.Skill F3-2133C10D-16GXM [DDR3 PC3-17000 8GB 2枚組],https://kakaku.com/item/K0000673586/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-17000(DDR3-2133),3.0,10500.0
2492,G.Skill F3-2133C11D-16GXL [DDR3 PC3-17000 8GB 2枚組],https://kakaku.com/item/K0000673584/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-17000(DDR3-2133),3.0,10500.0
2493,キングストン HX430C15FB3/16 [DDR4 PC4-24000 16GB],https://kakaku.com/item/K0001188096/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,10519.0
2494,ADTEC ADS2400D-H8GW [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000935484/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10530.0
2495,ADTEC ADS2400N-H8GW [SODIMM DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000976964/,8.0,2.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,10530.0
2496,トランセンド TS512MAPPB100 (SODIMM 512MB),https://kakaku.com/item/05209011121/,0.512,1.0,0.512,SDRAM,S.O.DIMM,0,0.0,10554.0
2497,CENTURY MICRO CK4GX2-D4U2666H [DDR4 PC4-21300 4GB 2枚組],https://kakaku.com/item/K0000990384/,4.0,2.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10558.0
2498,ARCHISS AS-2133D4-16G-MJ [DDR4 PC4-17000 16GB],https://kakaku.com/item/K0000972851/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,10563.0
2499,バッファロー A3S1066-2GX2 (SODIMM DDR3 PC3-8500 2GB 2枚組 Mac),https://kakaku.com/item/05202013804/,2.0,2.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,10580.0
2500,プリンストン PDN3/1600L-8G [SODIMM DDR3L PC3-12800 8GB],https://kakaku.com/item/K0000462984/,8.0,1.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3L-1600),3.0,10589.0
2501,グリーンハウス GH-DXII533-2GB (DDR2 PC2-4200 2GB Mac),https://kakaku.com/item/05204011364/,2.0,1.0,2.0,DDR2SDRAM,DIMM,PC2-4200(DDR2-533),2.0,10609.0
2502,crucial Ballistix BLS16G4D32AESC [DDR4 PC4-25600 16GB],https://kakaku.com/item/K0001178528/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,10615.0
2503,グリーンハウス GH-DNT1600LV-2GB [SODIMM DDR3L PC3L-12800 2GB],https://kakaku.com/item/K0000540391/,2.0,1.0,2.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,10621.0
2504,crucial BLS16G4D240FSB [DDR4 PC4-19200 16GB],https://kakaku.com/item/K0000891662/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10643.0
2505,crucial BLS16G4D26BFSC [DDR4 PC4-21300 16GB],https://kakaku.com/item/K0000995273/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10643.0
2506,crucial BLS16G4D26BFSE [DDR4 PC4-21300 16GB],https://kakaku.com/item/K0000995270/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10643.0
2507,crucial BLS2K8G4D240FSBK [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000995443/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10643.0
2508,crucial BLS2K8G4D240FSEK [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000995634/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10643.0
2509,crucial BLS2K8G4D26BFSEK [DDR4 PC4-21300 8GB 2枚組],https://kakaku.com/item/K0000996330/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10643.0
2510,crucial BLS2K8G4S240FSDK [SODIMM DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000995636/,8.0,2.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,10643.0
2511,ARCHISS AS-1600D3-4G-S(X2) [DDR3 PC3-12800 4GB 2枚組],https://kakaku.com/item/K0000391962/,4.0,2.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10646.0
2512,Corsair CMV16GX4M1A2666C18 [DDR4 PC4-21300 16GB],https://kakaku.com/item/K0001104639/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,10656.0
2513,G.Skill F3-12800CL9Q-16GBXM [DDR3 PC3-12800 4GB 4枚組],https://kakaku.com/item/K0000279923/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,10700.0
2514,G.Skill F3-2133C10D-16GSR [DDR3 PC3-17000 8GB 2枚組],https://kakaku.com/item/K0000505738/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-17000(DDR3-2133),3.0,10700.0
2515,G.Skill F4-2400C15D-16GTZRX [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0001015510/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,10700.0
